"","Nível Territorial (Código)","Nível Territorial","Município (Código)","Município","Trimestre (Código)","Trimestre","Variável (Código)","Variável","Cor ou raça (Código)","Cor ou raça","Unidade de Medida (Código)","Unidade de Medida","Valor"
"133","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",39.3
"134","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1
"135","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.8
"136","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.6
"137","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.3
"138","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",35.9
"139","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",33.3
"140","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",36.8
"141","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",36
"142","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.7
"143","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",4.6
"144","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",2.2
"145","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",2.1
"146","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",40.3
"147","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",38.8
"148","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",40.9
"149","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",40.2
"150","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1
"151","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.7
"152","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.8
"153","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8191","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.3
"154","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",36.8
"155","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",34.5
"156","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",37.9
"157","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8192","Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",36.9
"158","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.7
"159","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",4.3
"160","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",2.3
"161","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8193","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência em todos trabalhos das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",2.1
"162","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",38.4
"163","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",39
"164","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",38.5
"165","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","8186","Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",38.1
"166","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1
"167","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",2.3
"168","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.7
"169","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","8187","Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.3
"170","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",36.7
"171","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",37.1
"172","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","1574","Horas",36.6
"173","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","8188","Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","1574","Horas",36.6
"174","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","95251","Total","2","%",1.2
"175","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2776","Branca","2","%",3.3
"176","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2777","Preta","2","%",1.9
"177","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","8189","Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade","2779","Parda","2","%",1.4
"178","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","95251","Total","1574","Horas",39.4
"179","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","8190","Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade","2776","Branca","1574","Horas",40.2
